Tweet_count,Username,text,date,Retweets,Likes,clean_text,predicted_sentiment
573,Kyle Samani,"@EvgenyGaevoy Empirically, it seems to me like being a VC chain is better than not being one

Solana kicking ethereums ass every which way these days",Tue Nov 05 11:01:01 +0000 2024,1,22,evgenygaevoy empirically like vc chain better solana kicking ethereums ass way days,neutral
574,Santiago R Santos,@calilyliu @innerly_ai 👀 I’d go work for Solana if I weren’t busy raising for _______,Tue Nov 05 00:31:05 +0000 2024,0,5,calilyliu innerlyai id work solana werent busy raising,neutral
575,Kyle Samani,"@0x_Osprey ethereum offers far less stability (aka digital certainty) than solana, simply as a function of its roadmap, which has far more open questions (interop, execution on L1, etc)",Mon Nov 04 19:58:16 +0000 2024,0,0,0xosprey ethereum offers far stability aka digital certainty solana simply function roadmap far open questions interop execution l1,positive
576,toly 🇺🇸,@Ryeguy94138733 @Myrethedog @solanamobile @0xMert_ @heliuslabs @solana @rajgokal @SolanaFndn @CloudKingTV @Sagaxyz__ @solana_daily @solflare_wallet With compression pioneered by @0xMert_ airdrops could be worth even less than a penny.,Mon Nov 04 19:15:58 +0000 2024,0,5,ryeguy94138733 myrethedog solanamobile 0xmert heliuslabs solana rajgokal solanafndn cloudkingtv sagaxyz solanadaily solflarewallet compression pioneered 0xmert airdrops worth penny,positive
577,Kyle Samani,"@0x_Osprey predictability of supply schedule is a property of these systems

it is not that important though

bitcoin offers 9 9s of certainty (to be generous)

ethereum offers maybe 3 9s
solana offers somewhere between 2-3 9s (and is quickly converging on eth)

after 3 9s though, just",Mon Nov 04 17:46:22 +0000 2024,0,0,0xosprey predictability supply schedule property systems important bitcoin offers 9 9s certainty generous ethereum offers maybe 3 9s solana offers 23 9s quickly converging eth 3 9s just,neutral
578,Kyle Samani,@NateGeraci ETH ETFs are net negative outflows (bc of ETHE),Mon Nov 04 02:34:02 +0000 2024,0,2,nategeraci eth etfs net negative outflows bc ethe,negative
579,Kyle Samani,"@jarxiao liveness - ethereum L1 is just objectively not designed to deal with scale. fees skyrocket at a fraction the global demand load of solana

CR - don't think you have any credible claim that ethereum's CR is meaningfully higher than solana's",Sat Nov 02 00:02:09 +0000 2024,0,0,jarxiao liveness ethereum l1 just objectively designed deal scale fees skyrocket fraction global demand load solana cr dont think credible claim ethereums cr meaningfully higher solanas,neutral
580,toly 🇺🇸,"Imho, Solana isn’t a credible competitor.  Solana is an incredible competitor",Fri Nov 01 19:10:09 +0000 2024,25,367,imho solana isnt credible competitor solana incredible competitor,positive
581,toly 🇺🇸,@FigoETH @EclipseFND Ethereum is a solana L2. Called @Neon_EVM,Fri Nov 01 18:32:19 +0000 2024,2,22,figoeth eclipsefnd ethereum solana l2 called neonevm,neutral
582,toly 🇺🇸,@NareshKx @0xMert_ @TrustlessState @atlasxyz @yashhsm There isn’t a xVM tam.  There is a crypto tam.  It would be worse for solana mainnet if all the alt VMs were EVM or Move or wasm than SVM,Fri Nov 01 17:07:29 +0000 2024,0,5,nareshkx 0xmert trustlessstate atlasxyz yashhsm isnt xvm tam crypto tam worse solana mainnet alt vms evm wasm svm,negative
583,toly 🇺🇸,@0xrwu @redacted_noah @getcode Yep.  Async execution is equivalent to one giant solana rollup.,Fri Nov 01 15:51:49 +0000 2024,1,3,0xrwu redactednoah getcode yep async execution equivalent giant solana rollup,neutral
584,toly 🇺🇸,A secret solana roadmap was leaked in a telegram channel by insiders 👇👇👇,Thu Oct 31 21:47:47 +0000 2024,36,611,secret solana roadmap leaked telegram channel insiders,neutral
585,Chris Burniske,"@Youclidean So I’m not allowed to talk about a high conviction ecosystem, just as I have historically w Bitcoin, Ethereum &amp; Solana? 

Meanwhile, if we take a 90% drawdown, I lose more in $ terms (unrealized, yes, but still large) than almost anyone else on this cursed app. 

Skin in the",Thu Oct 31 21:46:24 +0000 2024,0,94,youclidean im allowed talk high conviction ecosystem just historically w bitcoin ethereum amp solana 90 drawdown lose terms unrealized yes large cursed app skin,neutral
586,Kyle Samani,"@metaproph3t surprised you aren't using your solana pub key as an address for inbound messages

email is for boomers man",Thu Oct 31 19:37:53 +0000 2024,0,5,metaproph3t surprised arent using solana pub key address inbound messages email boomers man,neutral
587,toly 🇺🇸,"How to turn ethereum into a solana L2:

1. Make a validating bridge between eth and solana, so eth state root is checked on solana and all the data as synced into the bridge program

2. Pay all the major eth client teams to add a comandline flag option to check the solana state",Thu Oct 31 18:40:27 +0000 2024,37,451,turn ethereum solana l2 1 make validating bridge eth solana eth state root checked solana data synced bridge program 2 pay major eth client teams add comandline flag option check solana state,neutral
588,toly 🇺🇸,"@ryanberckmans @jon_charb &gt; then hard fork Sol to remove its consensus and obey the validating bridge.

This isn’t a testable property by the bridge contract.  That’s the point!  Your personal solana full node could only check the eth L1 state, or use it as the canonical path to boot from, but there is",Thu Oct 31 18:27:01 +0000 2024,0,0,ryanberckmans joncharb gt hard fork sol remove consensus obey validating bridge isnt testable property bridge contract thats point personal solana node check eth l1 state use canonical path boot,neutral
589,toly 🇺🇸,"@ryanberckmans @jon_charb @jon_charb whole point is that the weight of social consensus is out of the hands is the sequencer quorum.  If all solana users end up wETH holders, the social consensus will follow the eth L1.",Thu Oct 31 18:06:45 +0000 2024,0,1,ryanberckmans joncharb joncharb point weight social consensus hands sequencer quorum solana users end weth holders social consensus follow eth l1,neutral
590,toly 🇺🇸,@GiulioRebuffo @solana @0xMert_ Make ethereum a solana L2,Thu Oct 31 00:57:17 +0000 2024,4,62,giuliorebuffo solana 0xmert make ethereum solana l2,neutral
591,Kyle Samani,More tradfi asset managers launching assets natively on Solana,Wed Oct 30 23:24:55 +0000 2024,3,40,tradfi asset managers launching assets natively solana,neutral
592,toly 🇺🇸,@irvinxyz @RobinsonBurkey Bitcoin is a solana pow mining project @OREsupply 🦾🦾🦾,Wed Oct 30 19:55:53 +0000 2024,13,58,irvinxyz robinsonburkey bitcoin solana pow mining project oresupply,neutral
593,toly 🇺🇸,"@RobinsonBurkey If ethereum and solana send each others ledgers ex-blobs to each others blobs then they are both L2s back and forth, forever. 

Solana ))&lt;&gt;(( Ethereum",Wed Oct 30 18:15:50 +0000 2024,5,45,robinsonburkey ethereum solana send ledgers exblobs blobs l2s forth forever solana ltgt ethereum,neutral
594,toly 🇺🇸,@0xBetMore @Arthur_0x There is not two network states.  There isn’t a base network state and a solana network state.  There is a single united atomic Network State machine!,Wed Oct 30 17:07:38 +0000 2024,0,5,0xbetmore arthur0x network states isnt base network state solana network state single united atomic network state machine,neutral
595,Kyle Samani,the BTC and SOL barbell is real,Wed Oct 30 16:18:23 +0000 2024,3,86,btc sol barbell real,neutral
596,toly 🇺🇸,@Arthur_0x When people saw the same chart for solana they said something different.,Wed Oct 30 16:09:29 +0000 2024,0,67,arthur0x people saw chart solana said different,neutral
597,raj 🖤,stablecoins belong on solana,Wed Oct 30 15:23:43 +0000 2024,19,165,stablecoins belong solana,neutral
598,toly 🇺🇸,Solana validators will go APE 🦧🦧🦧,Wed Oct 30 14:58:59 +0000 2024,2,43,solana validators ape,neutral
599,toly 🇺🇸,@donnoh_eth @kelvinfichter @toghrulmaharram @_bfarmer Just have the majority resolve it,Wed Oct 30 14:51:17 +0000 2024,0,0,donnoheth kelvinfichter toghrulmaharram bfarmer just majority resolve,neutral
600,toly 🇺🇸,@kelvinfichter @donnoh_eth @toghrulmaharram @_bfarmer Sounds like there is no majority view,Wed Oct 30 14:47:37 +0000 2024,0,1,kelvinfichter donnoheth toghrulmaharram bfarmer sounds like majority view,positive
601,toly 🇺🇸,"Congrats @StarkWareLtd folks!   

If it can sustain peak level of load for 48 hours, there is no reason not to prove all of solana’s execution once an epoch once APE goes live.  

https://t.co/02dD3uAURH",Wed Oct 30 14:39:14 +0000 2024,11,103,congrats starkwareltd folks sustain peak level load 48 hours reason prove solanas execution epoch ape goes live httpstco02dd3uaurh,neutral
602,toly 🇺🇸,@donnoh_eth @_bfarmer @toghrulmaharram Social consensus can choose both.,Wed Oct 30 14:24:44 +0000 2024,0,0,donnoheth bfarmer toghrulmaharram social consensus choose,neutral
603,toly 🇺🇸,@safetyth1rd @chainyoda @0xNLYFANS Eth is money and social consensus is the majority view.,Wed Oct 30 14:23:26 +0000 2024,0,2,safetyth1rd chainyoda 0xnlyfans eth money social consensus majority view,neutral
604,toly 🇺🇸,@donnoh_eth @chainyoda @badcryptobitch So you agree with @toghrulmaharram? That social consensus is the majority view?,Wed Oct 30 14:20:59 +0000 2024,0,1,donnoheth chainyoda badcryptobitch agree toghrulmaharram social consensus majority view,neutral
605,toly 🇺🇸,@rachinkalakheti @toghrulmaharram @_bfarmer @donnoh_eth @sreeramkannan @gluk64 It’s a voluntary mutual self defense agreement between neighbors and a system of representation of different neighborhoods in an assembly.,Wed Oct 30 13:57:52 +0000 2024,0,1,rachinkalakheti toghrulmaharram bfarmer donnoheth sreeramkannan gluk64 voluntary mutual self defense agreement neighbors representation different neighborhoods assembly,neutral
606,toly 🇺🇸,@toghrulmaharram @rachinkalakheti @_bfarmer @donnoh_eth @sreeramkannan @gluk64 And also agree.,Wed Oct 30 13:37:44 +0000 2024,0,2,toghrulmaharram rachinkalakheti bfarmer donnoheth sreeramkannan gluk64 agree,neutral
607,toly 🇺🇸,@toghrulmaharram @rachinkalakheti @_bfarmer @donnoh_eth @sreeramkannan @gluk64 Eth classic is the real Eth,Wed Oct 30 13:36:33 +0000 2024,0,2,toghrulmaharram rachinkalakheti bfarmer donnoheth sreeramkannan gluk64 eth classic real eth,neutral
608,toly 🇺🇸,@toghrulmaharram @rachinkalakheti @_bfarmer @donnoh_eth @sreeramkannan @gluk64 You keep saying “social consensus does X” when that’s also a local property.  Social consensus can do all the options at the same time.,Wed Oct 30 13:18:25 +0000 2024,0,1,toghrulmaharram rachinkalakheti bfarmer donnoheth sreeramkannan gluk64 saying social consensus does x thats local property social consensus options time,neutral
609,toly 🇺🇸,@toghrulmaharram @_bfarmer @donnoh_eth @sreeramkannan @gluk64 Each full node is its own fork and its own local view and != social consensus.  Just like the bridge.,Wed Oct 30 07:06:01 +0000 2024,0,1,toghrulmaharram bfarmer donnoheth sreeramkannan gluk64 node fork local view social consensus just like bridge,neutral
610,toly 🇺🇸,@toghrulmaharram @_bfarmer @donnoh_eth @sreeramkannan @gluk64 The bridge can’t make that change.  So local to the view of the bridge and users those properties hold.  The bridge client checks the cryptographic sigs.  It’s not aware if the other clients don’t and everyone is just getting lucky and signing correctly.,Wed Oct 30 07:01:54 +0000 2024,0,1,toghrulmaharram bfarmer donnoheth sreeramkannan gluk64 bridge make change local view bridge users properties hold bridge client checks cryptographic sigs aware clients dont just getting lucky signing correctly,neutral
611,toly 🇺🇸,@toghrulmaharram @sreeramkannan @gluk64 @donnoh_eth @_bfarmer All L2 users have to wait for the their own L1 to finalize.  So local to those users it’s an L2.  They are not even aware of the other users or validators who use a different rule.,Wed Oct 30 06:44:59 +0000 2024,0,1,toghrulmaharram sreeramkannan gluk64 donnoheth bfarmer l2 users wait l1 finalize local users l2 aware users validators use different rule,neutral
612,toly 🇺🇸,@toghrulmaharram @sreeramkannan @gluk64 @donnoh_eth @_bfarmer Same.  No one told the L2 users about the other users or validators.,Wed Oct 30 06:40:30 +0000 2024,0,0,toghrulmaharram sreeramkannan gluk64 donnoheth bfarmer told l2 users users validators,neutral
613,toly 🇺🇸,@gluk64 @_bfarmer @donnoh_eth @hdevalence L2 is local to each L1 user holding assets the local L2 fork.  Finality to them is the finality of the L1 of the asset.,Wed Oct 30 06:39:36 +0000 2024,0,0,gluk64 bfarmer donnoheth hdevalence l2 local l1 user holding assets local l2 fork finality finality l1 asset,neutral
614,toly 🇺🇸,"@sreeramkannan @gluk64 @donnoh_eth @_bfarmer Protocol rule #5 - In case of a Byzantine fault, don’t do the Byzantine thing.",Wed Oct 30 06:35:10 +0000 2024,0,0,sreeramkannan gluk64 donnoheth bfarmer protocol rule 5 case byzantine fault dont byzantine thing,negative
615,toly 🇺🇸,"@sreeramkannan @gluk64 @donnoh_eth @_bfarmer It’s not though.  Divergence would only occur if there is an L1 fault or double spend attack. It’s outside the formal definition of the protocol. What the users do is up to them at that moment, and they can do both!",Wed Oct 30 06:32:48 +0000 2024,0,1,sreeramkannan gluk64 donnoheth bfarmer divergence occur l1 fault double spend attack outside formal definition protocol users moment,negative
616,toly 🇺🇸,@gluk64 @_bfarmer @donnoh_eth @hdevalence is right.  The definition is local to the user.,Wed Oct 30 06:26:17 +0000 2024,0,0,gluk64 bfarmer donnoheth hdevalence right definition local user,neutral
617,toly 🇺🇸,"@donnoh_eth @_bfarmer Each layer is a monoid in the category of endofunctors, so it would fold into the original semi group - L2",Wed Oct 30 06:04:38 +0000 2024,0,1,donnoheth bfarmer layer monoid category endofunctors fold original semi group l2,neutral
618,toly 🇺🇸,"@donnoh_eth @_bfarmer If each L1, A and B, commits DA to each others L1 ex-blobs then each L1 is each others L2. https://t.co/iPcY7SUEkd",Wed Oct 30 05:52:35 +0000 2024,2,13,donnoheth bfarmer l1 b commits da l1 exblobs l1 l2 httpstcoipcy7suekd,neutral
619,toly 🇺🇸,@donnoh_eth @_bfarmer It’s up to the users.  Solana already makes a fork every 400ms.,Wed Oct 30 05:46:55 +0000 2024,0,0,donnoheth bfarmer users solana makes fork 400ms,neutral
620,toly 🇺🇸,@donnoh_eth @_bfarmer It’s an L2 for users that wait for their respective L1 to finalize.  (As they should for any L2),Wed Oct 30 05:43:30 +0000 2024,0,3,donnoheth bfarmer l2 users wait respective l1 finalize l2,neutral
621,toly 🇺🇸,"@_bfarmer @donnoh_eth What’s fun is that the same chain, like solana, can be an L2 across multiple DA layers.  TIA and Ethereum.",Wed Oct 30 05:42:00 +0000 2024,0,1,bfarmer donnoheth whats fun chain like solana l2 multiple da layers tia ethereum,neutral
622,toly 🇺🇸,@donnoh_eth @_bfarmer Eth L1 root will only see one block and will follow down its own path with its own users.  Just like if Brian decided to diverge the base sequencer from the eth L1 root.,Wed Oct 30 05:39:25 +0000 2024,0,0,donnoheth bfarmer eth l1 root block follow path users just like brian decided diverge base sequencer eth l1 root,neutral
623,Kyle Samani,@SizeChad No it’s just a bet that Solana is better,Wed Oct 30 05:14:16 +0000 2024,0,5,sizechad just bet solana better,neutral
624,toly 🇺🇸,@sreeramkannan @toghrulmaharram @lex_node @gluk64 So which command line flag would you pick? Eth L1 or @0xMert_’s validator?,Wed Oct 30 05:06:35 +0000 2024,0,3,sreeramkannan toghrulmaharram lexnode gluk64 command line flag pick eth l1 0xmerts validator,neutral
625,toly 🇺🇸,@_bfarmer Then solana is an L2 (on your roadmap).  Since it’s just technology it’s inevitable.,Wed Oct 30 05:05:33 +0000 2024,0,13,bfarmer solana l2 roadmap just technology inevitable,neutral
626,Larry Cermak,@starchild_eth @inversebrah I only have a picture with big JSun. Met Sergey a few times but no pic https://t.co/GztIr4LOW6,Wed Oct 30 04:43:20 +0000 2024,0,17,starchildeth inversebrah picture big jsun met sergey times pic httpstcogztir4low6,neutral
627,toly 🇺🇸,@sreeramkannan @toghrulmaharram @lex_node @gluk64 It’s a command line flag.  Your node can pick the eth L1 as the cannonical path if it wants.,Wed Oct 30 02:16:48 +0000 2024,0,1,sreeramkannan toghrulmaharram lexnode gluk64 command line flag node pick eth l1 cannonical path wants,neutral
628,Ryan Selkis (d/acc) 🇺🇸,"I sat next to @JenaGriswold at a lunch at ETH Denver a couple of years ago before the market collapsed in 2022. She was like a caricatured Harry Potter villain, who didn't realize she was an authoritarian leftist.

It was jarring to me to know she was in public office.",Wed Oct 30 00:32:50 +0000 2024,0,15,sat jenagriswold lunch eth denver couple years ago market collapsed 2022 like caricatured harry potter villain didnt realize authoritarian leftist jarring know public office,neutral
629,Kyle Samani,"@AndrewY_SX @litocoen started ethereum only, added solana",Tue Oct 29 23:20:13 +0000 2024,0,0,andrewysx litocoen started ethereum added solana,neutral
630,Kyle Samani,@stakooor ETH people been saying this for months,Tue Oct 29 22:44:07 +0000 2024,0,6,stakooor eth people saying months,neutral
631,Kyle Samani,"@litocoen 1) buidl announced at breakpoint for solana

2) other than dimo, any others? geodnet just left for solana

3) lol ok. still nothing to do with ETH

4) all solana DEXs are driving usage of base layer",Tue Oct 29 21:49:32 +0000 2024,0,1,litocoen 1 buidl announced breakpoint solana 2 dimo geodnet just left solana 3 lol ok eth 4 solana dexs driving usage base layer,neutral
632,toly 🇺🇸,"@0xMert_ @odysseas_eth @garious14 Ebpf is designed to run inside ring-0 which is about as close as you can get to a smart contract VM.  It’s far from perfect, but there is zero chance the Linux kernel will rug us with some inane bs in the spec.",Tue Oct 29 18:27:52 +0000 2024,0,3,0xmert odysseaseth garious14 ebpf designed run inside ring0 close smart contract vm far perfect zero chance linux kernel rug inane bs spec,positive
633,toly 🇺🇸,@IgMosqueira @toghrulmaharram @dytfin @ryanberckmans @lex_node @gluk64 @sreeramkannan @EdFelten @EliBenSasson Bridge contract can only enforce so much.  And it’s the same if it’s a bridge to a socially aligned L2 or corpo L2 or solana.,Tue Oct 29 18:26:04 +0000 2024,0,0,igmosqueira toghrulmaharram dytfin ryanberckmans lexnode gluk64 sreeramkannan edfelten elibensasson bridge contract enforce bridge socially aligned l2 corpo l2 solana,neutral
634,toly 🇺🇸,@colludingnode @ShivanshuMadan @mteamisloading @0xBreadguy @toghrulmaharram It’s like ESG. Just buy the equivalent of eth that your blobs would burn and burn the eth.,Tue Oct 29 18:07:25 +0000 2024,0,0,colludingnode shivanshumadan mteamisloading 0xbreadguy toghrulmaharram like esg just buy equivalent eth blobs burn burn eth,negative
635,Kyle Samani,"@Lubow2 @contro11edchaos render is the only one to migrate from ethereum

the scale of their ambition is far greater on solana bc they are less constrained",Tue Oct 29 16:21:29 +0000 2024,0,2,lubow2 contro11edchaos render migrate ethereum scale ambition far greater solana bc constrained,negative
636,Kyle Samani,@karsenthil SOL-USDC is the most liquid pair on solana,Tue Oct 29 16:19:03 +0000 2024,0,0,karsenthil solusdc liquid pair solana,negative
637,Kyle Samani,@CatfishFishy @lui1of1 SOL-USDC is by far the most liquid pair on solana,Tue Oct 29 16:18:40 +0000 2024,0,0,catfishfishy lui1of1 solusdc far liquid pair solana,neutral
638,Kyle Samani,"@Lubow2 1) helium started on its own chain, moved to solana
2) render started on ethereum, left, now on solana

also 

dvin
parcl
zar
double zero",Tue Oct 29 14:57:45 +0000 2024,0,0,lubow2 1 helium started chain moved solana 2 render started ethereum left solana dvin parcl zar double zero,neutral
639,toly 🇺🇸,"@keoneHD If at least 1 user calls it an L2 and follows the eth L1 canonical path for the root, is it an L2?",Tue Oct 29 14:55:44 +0000 2024,0,3,keonehd 1 user calls l2 follows eth l1 canonical path root l2,neutral
640,toly 🇺🇸,"If solana validators bought and burned as much eth as base pays in blob fees, would that make solana ethereum aligned?",Tue Oct 29 14:24:46 +0000 2024,0,21,solana validators bought burned eth base pays blob fees make solana ethereum aligned,neutral
641,toly 🇺🇸,"@mteamisloading @chainyoda Price improvement over solana is marginal.  Users aren’t sensitive to $0.005, that’s the huge difference vs ethereum and when it started getting forked.",Tue Oct 29 14:19:46 +0000 2024,0,0,mteamisloading chainyoda price improvement solana marginal users arent sensitive 0005 thats huge difference vs ethereum started getting forked,neutral
642,Kyle Samani,"if you voted no here, you are probably fairly ignorant of everything going on in solana land

memecoins produce too much PR given that they do nothing. don't let yourself get fooled

there is tons of substance when you look deeper",Tue Oct 29 14:19:22 +0000 2024,1,20,voted probably fairly ignorant going solana land memecoins produce pr given dont let fooled tons substance look deeper,neutral
643,Kyle Samani,"if you voted no here, you are probably fairly ignorant of everything going on in solana land

memecoins produce too much PR given that they do nothing. don't let yourself get fooled

there is tons of substance when you look deeper",Tue Oct 29 14:18:55 +0000 2024,1,61,voted probably fairly ignorant going solana land memecoins produce pr given dont let fooled tons substance look deeper,neutral
644,toly 🇺🇸,@mteamisloading @chainyoda That’s because eth L1 is slow and fees are high by orders of magnitude.,Tue Oct 29 14:17:05 +0000 2024,0,2,mteamisloading chainyoda thats eth l1 slow fees high orders magnitude,negative
645,toly 🇺🇸,@mteamisloading @chainyoda lol why?  SVM ethereum rollups split eth liquidity even more.  They are chasing ethereum users and eth assets.,Tue Oct 29 13:47:55 +0000 2024,0,4,mteamisloading chainyoda lol svm ethereum rollups split eth liquidity chasing ethereum users eth assets,neutral
646,toly 🇺🇸,@chainyoda Solana mainnet is completing with every execution environment. Don’t let anyone else tell you otherwise.  It’s ok though. Steel sharpens steel.,Tue Oct 29 13:43:37 +0000 2024,1,16,chainyoda solana mainnet completing execution environment dont let tell ok steel sharpens steel,positive
647,toly 🇺🇸,@rachinkalakheti @toghrulmaharram @gluk64 @lex_node If it’s up to social consensus then solana is an L2.  There is at least 1 user that will follow the state root that’s on the eth L1 as the canonical one.,Tue Oct 29 13:33:14 +0000 2024,0,2,rachinkalakheti toghrulmaharram gluk64 lexnode social consensus solana l2 1 user follow state root thats eth l1 canonical,neutral
648,Kyle Samani,"@litocoen Buidl on solana

No depin on eth

Poly market on polygon

CEX L2s are just competing with each other",Tue Oct 29 12:34:12 +0000 2024,0,5,litocoen buidl solana depin eth poly market polygon cex l2s just competing,negative
649,Kyle Samani,@Shaughnessy119 No the ETH people have been saying that for months,Tue Oct 29 03:44:07 +0000 2024,0,5,shaughnessy119 eth people saying months,neutral
650,Chris Burniske,"ETH’s not a bad asset, tho it has stiff competition in BTC &amp; SOL — if you prefer the latter two, you have every right to.

If you’ve staked your ETH, as I have personally, you’re happy w stable income related to an established &amp; still booming economy, and if you’re TradFi, it’s 1",Tue Oct 29 03:29:40 +0000 2024,27,621,eths bad asset tho stiff competition btc amp sol prefer right youve staked eth personally youre happy w stable income related established amp booming economy youre tradfi 1,neutral
651,toly 🇺🇸,@connan_james @solana It’s tolerant up to a Byzantine number of jinx,Tue Oct 29 01:13:11 +0000 2024,0,7,connanjames solana tolerant byzantine number jinx,neutral
652,toly 🇺🇸,@lex_node @gluk64 Can still force inclusion. Both STF correctness and forced inclusion can be preserved. What can’t be preserved is that the eth L1 root will match what Mert calls the solana state root.,Tue Oct 29 01:04:36 +0000 2024,0,1,lexnode gluk64 force inclusion stf correctness forced inclusion preserved preserved eth l1 root match mert calls solana state root,neutral
653,toly 🇺🇸,@gluk64 @lex_node Solana is somewhat easier because all the txs has a full inclusion list of all the accounts they touch.  So you can compute the set of read accounts and set of write accounts produced by the block just from the txs.  All you need are paths for all the input accounts to a previous,Tue Oct 29 00:47:24 +0000 2024,0,5,gluk64 lexnode solana somewhat easier txs inclusion list accounts touch compute set read accounts set write accounts produced block just txs need paths input accounts previous,neutral
654,toly 🇺🇸,"@centauridoteth @aidan0x @chrisliambender @gluk64 @lex_node Solana downtime doesn’t matter. It’s just longer wallclock time between blocks.  Similarly Eth downtime will just look like longer wallclock time between state root updates. 

If ethereum hard fork breaks L2s same as what happens to all the other L2s.",Tue Oct 29 00:33:13 +0000 2024,0,2,centauridoteth aidan0x chrisliambender gluk64 lexnode solana downtime doesnt matter just longer wallclock time blocks similarly eth downtime just look like longer wallclock time state root updates ethereum hard fork breaks l2s happens l2s,negative
655,toly 🇺🇸,@naanproph3t Wait what? A solana tx is ~= google search.  Who would have it as an esg concern?,Tue Oct 29 00:24:57 +0000 2024,0,7,naanproph3t wait solana tx google search esg concern,neutral
656,Kyle Samani,"@0xfoobar Yes your new L2 is 

1) not Ethereum
2) parasitic to ETH",Tue Oct 29 00:19:01 +0000 2024,0,9,0xfoobar yes new l2 1 ethereum 2 parasitic eth,neutral
657,toly 🇺🇸,DAOs just have more fun on solana,Tue Oct 29 00:10:57 +0000 2024,26,229,daos just fun solana,positive
658,Kyle Samani,"@lex_node @abhi_pingle 1) solana is not “leaning into” network extensions. People are welcome to do stuff - it’s permissionless - but core L1 plan remains unchanged. Firedancer, scheduler optimizations, wire dancer, double zero, etc are all direct L1 optimizations

2) apps are not running validators.",Tue Oct 29 00:05:59 +0000 2024,0,1,lexnode abhipingle 1 solana leaning network extensions people welcome stuff permissionless core l1 plan remains unchanged firedancer scheduler optimizations wire dancer double zero direct l1 optimizations 2 apps running validators,neutral
659,toly 🇺🇸,"@0xCleon @AdrianoFeria Solana is exploited by capital and labor to create value for users, all the time!",Mon Oct 28 23:39:09 +0000 2024,0,13,0xcleon adrianoferia solana exploited capital labor create value users time,neutral
660,toly 🇺🇸,ETH is money,Mon Oct 28 23:37:46 +0000 2024,4,112,eth money,neutral
661,toly 🇺🇸,@IgMosqueira @toghrulmaharram @dytfin @ryanberckmans @lex_node @gluk64 @sreeramkannan @EdFelten @EliBenSasson The canonical path is what defines the true solana state root vs Mertchain,Mon Oct 28 22:59:03 +0000 2024,0,0,igmosqueira toghrulmaharram dytfin ryanberckmans lexnode gluk64 sreeramkannan edfelten elibensasson canonical path defines true solana state root vs mertchain,neutral
662,toly 🇺🇸,"@chrisliambender @aidan0x @gluk64 @lex_node ""solana"" doesn't.  from the L1's bridge contract PoV the L1 bridge contract defines the sequencer and if they diverge the L1 bridge contract can switch sequencers.

Just like one bald man can without notice change the base sequencer box he controls to point to his own fork.  The",Mon Oct 28 20:51:08 +0000 2024,0,3,chrisliambender aidan0x gluk64 lexnode solana doesnt l1s bridge contract pov l1 bridge contract defines sequencer diverge l1 bridge contract switch sequencers just like bald man notice change base sequencer box controls point fork,neutral
663,toly 🇺🇸,"@IgMosqueira @toghrulmaharram @dytfin @ryanberckmans @lex_node @gluk64 @sreeramkannan @EdFelten @EliBenSasson the bridge contract for the ""solana"" state root on the L1 can run its own ""mempool"".  

1. user posts a tx on the L1 to be included by the sequencer
2. if the sequencer fails to prove the tx was included in an epoch the sequencer is considered ""faulty""
3. the bridge contract then",Mon Oct 28 19:57:17 +0000 2024,0,3,igmosqueira toghrulmaharram dytfin ryanberckmans lexnode gluk64 sreeramkannan edfelten elibensasson bridge contract solana state root l1 run mempool 1 user posts tx l1 included sequencer 2 sequencer fails prove tx included epoch sequencer considered faulty 3 bridge contract,neutral
664,toly 🇺🇸,Pretty wild to see solana marketing terms becoming standard.,Mon Oct 28 17:43:40 +0000 2024,1,126,pretty wild solana marketing terms standard,positive
665,toly 🇺🇸,@lex_node It would absolutely satisfy all of @gluk64’s properties.  The cannonical STF for eth L1 users is defined by the bridge contract.  It can compute the whole snapshot tree every block of it wants.,Mon Oct 28 17:02:42 +0000 2024,0,1,lexnode absolutely satisfy gluk64s properties cannonical stf eth l1 users defined bridge contract compute snapshot tree block wants,neutral
666,toly 🇺🇸,"@toghrulmaharram @dytfin @ryanberckmans @lex_node @gluk64 @sreeramkannan @EdFelten @EliBenSasson He moves all native usdc, and Coinbase wallet and coinbase dot com link to base-L1.  

The same thing as if solana validators and circle diverge from the eth L1 bridge contract’s state root.",Mon Oct 28 16:52:25 +0000 2024,0,4,toghrulmaharram dytfin ryanberckmans lexnode gluk64 sreeramkannan edfelten elibensasson moves native usdc coinbase wallet coinbase dot com link basel1 thing solana validators circle diverge eth l1 bridge contracts state root,neutral
667,toly 🇺🇸,"@gluk64 @lex_node Does that make sense? As long as the prover’s STF does the right thing, once an epoch the solana validators will match the whole snapshot, but on every block the updated outputs will always match.   

To an L1 eth user, the bridge contract prover is the canonical definition of",Mon Oct 28 16:49:15 +0000 2024,0,5,gluk64 lexnode does make sense long provers stf does right thing epoch solana validators match snapshot block updated outputs match l1 eth user bridge contract prover canonical definition,neutral
668,toly 🇺🇸,"@gluk64 @lex_node The proover can if it wants to, compute the entire snapshot on every block. Or every root update it wants.  It’s the same STF.  How often the snapshot is printed by solana validators doesn’t matter.",Mon Oct 28 16:42:08 +0000 2024,0,7,gluk64 lexnode proover wants compute entire snapshot block root update wants stf snapshot printed solana validators doesnt matter,neutral
