Tweet_count,Username,text,date,Retweets,Likes,clean_text,predicted_sentiment,btc_price
453,toly 🇺🇸,"@0xBreadguy L2 that uses eth is as gas earns eth for the sequencer, which then sells the eth to pay taxes and salaries and health insurance.  It doesn’t capture any value for eth.  It does for usd, because 1/3+ goes to taxes.",2024-11-19,0,9,0xbreadguy l2 uses eth gas earns eth sequencer sells eth pay taxes salaries health insurance doesnt capture value eth does usd 13 goes taxes,-1,92343.7890625
454,Ryan Selkis (d/acc) 🇺🇸,Waiting for the bankless guys to beg like morning Joe for a strategic ETH reserve.,2024-11-19,0,97,waiting bankless guys beg like morning joe strategic eth reserve,0,92343.7890625
455,raj 🖤,"@AltcoinDailyio the next solana is solana.

always has been.",2024-11-18,6,171,altcoindailyio solana solana,0,90542.640625
456,raj 🖤,@solana based tbh,2024-11-18,0,22,solana based tbh,0,90542.640625
457,raj 🖤,"@_soulninja @aeyakovenko @jnwng just visited @jump_pit, the vibes are immaculate. also check out @cubexch. chicago is mega solana-coded",2024-11-18,0,22,soulninja aeyakovenko jnwng just visited jumppit vibes immaculate check cubexch chicago mega solanacoded,0,90542.640625
458,raj 🖤,"🇺🇸 SOLANAMERICA 🇺🇸

solana was born in america. it’s now a global phenomenon, but 2025 will be a turning of the page in USA.

@aeyakovenko is leading an agentic finance revolution in san francisco.

@jnwng is leading a legion of stablecoin / payments / consumer founders in nyc.",2024-11-18,208,1426,solanamerica solana born america global phenomenon 2025 turning page usa aeyakovenko leading agentic finance revolution san francisco jnwng leading legion stablecoin payments consumer founders nyc,0,90542.640625
459,toly 🇺🇸,"@redacted_noah Im solana land, the 3 sat problem solver is you!",2024-11-18,0,6,redactednoah im solana land 3 sat problem solver,1,90542.640625
460,toly 🇺🇸,@colludingnode @0xMert_ 🎯🎯🎯 that’s basically the difference between solana and ethereum.  Solana just ships the mvp faster.  🤌🤌🤌,2024-11-18,2,14,colludingnode 0xmert thats basically difference solana ethereum solana just ships mvp faster,0,90542.640625
461,raj 🖤,@Milimalism @TheOnlyNom @solana @SolanaMBS he’s a legend,2024-11-18,0,3,milimalism theonlynom solana solanambs hes legend,1,90542.640625
462,toly 🇺🇸,"@rexstjohn Solana isn’t money, it’s Monet!!! https://t.co/2VvbypExsG",2024-11-18,0,13,rexstjohn solana isnt money monet httpstco2vvbypexsg,-1,90542.640625
463,Kyle Samani,"@Ceazor7 Correct. Almost 0 SC exploits on Solana mainnet last 12 months. I cannot recall a single one

EVM contracts get drained every 1-2 weeks",2024-11-18,1,14,ceazor7 correct 0 sc exploits solana mainnet 12 months recall single evm contracts drained 12 weeks,0,90542.640625
464,Kyle Samani,@drjasper_eth I think half is on tron lol,2024-11-18,0,2,drjaspereth think half tron lol,0,90542.640625
465,toly 🇺🇸,"@Foobazzler @kfue_crypto @llamaonthebrink 🤷‍♂️ dunno, the meat of the claims against eth are consistent across all the non eth ecosystem enjoyers:

* L2s are parasitic to L1 revenue 
* blobs are a poor value accrual mechanism 
* the burn/ultrasound money is irrelevant in the context of actual revenue 
* economic security",2024-11-17,0,6,foobazzler kfuecrypto llamaonthebrink dunno meat claims eth consistent non eth ecosystem enjoyers l2s parasitic l1 revenue blobs poor value accrual mechanism burnultrasound money irrelevant context actual revenue economic security,0,89845.8515625
466,toly 🇺🇸,@colludingnode Solana testnet cannot be centrally captured by design.,2024-11-17,0,2,colludingnode solana testnet centrally captured design,1,89845.8515625
467,toly 🇺🇸,@llamaonthebrink At some point isn’t he mostly proven correct by the growth rate difference between solana and ethereum?,2024-11-17,0,6,llamaonthebrink point isnt proven correct growth rate difference solana ethereum,0,89845.8515625
468,Ryan Selkis (d/acc) 🇺🇸,*Except for ETH,2024-11-17,0,73,eth,0,89845.8515625
469,toly 🇺🇸,"Stuff that still sucks on solana:

* priority fee reliability is order seconds instead of tens of milliseconds
* wen f’ing firedancer voting full node already 
* state rent is to high! (design is good, need to ship the implementation)
* 1 leader per slot 
* not enough bandwidth",2024-11-17,75,922,stuff sucks solana priority fee reliability order seconds instead tens milliseconds wen fing firedancer voting node state rent high design good need ship implementation 1 leader slot bandwidth,0,89845.8515625
470,toly 🇺🇸,@drjasper_eth 🗣️State rent is reclaimable.,2024-11-17,0,3,drjaspereth state rent reclaimable,0,89845.8515625
471,raj 🖤,every conference is now a solana conference,2024-11-17,34,497,conference solana conference,1,89845.8515625
472,Chris Burniske,"$SOL running while $BTC stays put, beautiful.",2024-11-17,36,980,sol running btc stays beautiful,1,89845.8515625
473,Chris Burniske,"@EmeryRothschild BTC, ETH, SOL to start.",2024-11-17,0,2,emeryrothschild btc eth sol start,0,89845.8515625
474,Chris Burniske,"@anon_t_money Though should add, there are real reasons to consider for why BTC and ETH may not sell off as much in a “bear,” and hence this is the period where we break from extreme boom/bust every 4 yrs.",2024-11-17,3,35,anontmoney add real reasons consider btc eth sell bear period break extreme boombust 4 yrs,0,89845.8515625
475,raj 🖤,"solana is so far ahead on fundamentals. it's going to be very difficult for anyone to catch up.

but it's way behind where it could be. super frustrating for all involved.",2024-11-17,97,1277,solana far ahead fundamentals going difficult catch way super frustrating involved,-1,89845.8515625
476,Chris Burniske,@0xiamnico @kpcrypt @placeholdervc @solana @ethereum Doesn't sound literal to me.,2024-11-17,0,1,0xiamnico kpcrypt placeholdervc solana ethereum doesnt sound literal,-1,89845.8515625
477,Chris Burniske,"@twitconomics @DisperseControl @placeholdervc @solana @ethereum No, $ZEC has better privacy and supply schedule for “dark gold” than $XMR.",2024-11-16,29,105,twitconomics dispersecontrol placeholdervc solana ethereum zec better privacy supply schedule dark gold xmr,0,90558.4765625
478,Chris Burniske,@0xiamnico @kpcrypt @placeholdervc @solana @ethereum your loss,2024-11-16,0,8,0xiamnico kpcrypt placeholdervc solana ethereum loss,-1,90558.4765625
479,Chris Burniske,@kpcrypt @placeholdervc @solana @ethereum Chances are we were there before you https://t.co/URF2eAszCI https://t.co/svd7BV8dy4,2024-11-16,0,25,kpcrypt placeholdervc solana ethereum chances httpstcourf2easzci httpstcosvd7bv8dy4,0,90558.4765625
480,Chris Burniske,"@DisperseControl @placeholdervc @solana @ethereum I agree nothing will challenge $BTC as digital gold, though there is still a window of opportunity for $ZEC to complement it as ""dark gold.""",2024-11-16,46,174,dispersecontrol placeholdervc solana ethereum agree challenge btc digital gold window opportunity zec complement dark gold,0,90558.4765625
481,Chris Burniske,"The evolution of the major blockchains is an extremely long game -- anyone assuming they won the war too early will become complacent, and ultimately lose. Looking forward to seeing where $BTC, $ETH, and $SOL all stand in 2030 and beyond.",2024-11-16,15,332,evolution major blockchains extremely long game assuming won war early complacent ultimately lose looking forward seeing btc eth sol stand 2030,0,90558.4765625
482,Chris Burniske,".@solana &amp; others will come for the IFS too (already are), but @ethereum has a solid foundation as it's over a decade old, with brand awareness 2nd only to #Bitcoin, deep liquidity, and implementations like @base drawing corporate eyes.",2024-11-16,4,120,solana amp come ifs ethereum solid foundation decade old brand awareness 2nd bitcoin deep liquidity implementations like base drawing corporate eyes,-1,90558.4765625
483,Chris Burniske,"This cycle, though @ethereum may lose ""normie-share"" to @solana (already is), the community should continue leaning into cementing the network @ the center of the Internet Financial System (IFS). The IFS will grow in relevance into the back half of this decade, onboarding even",2024-11-16,6,161,cycle ethereum lose normieshare solana community continue leaning cementing network center internet financial ifs ifs grow relevance half decade onboarding,0,90558.4765625
484,Chris Burniske,"In the last bear, one of the reasons @placeholdervc focused on @solana  was a belief that it would be the normie-chain w/ its speed, low fees &amp; smooth UX. That's playing out with memecoins &amp; more.

But we've been @ethereum supporters since inception, and that hasn't changed... 🧵",2024-11-16,128,1031,bear reasons placeholdervc focused solana belief normiechain w speed low fees amp smooth ux thats playing memecoins amp weve ethereum supporters inception changed,0,90558.4765625
485,toly 🇺🇸,"@dumbcontract2 @redacted_noah @TheSoftwareJedi Yea. It’s just a dumb wallet drainer.  User signs a tx that looks benign, but later the program drains the accounts sol.",2024-11-16,0,7,dumbcontract2 redactednoah thesoftwarejedi yea just dumb wallet drainer user signs tx looks benign later program drains accounts sol,0,90558.4765625
486,Chris Burniske,@alpinestar17 Who said holding BTC ETH SOL and a few others is spraying and praying,2024-11-16,0,22,alpinestar17 said holding btc eth sol spraying praying,0,90558.4765625
487,toly 🇺🇸,"Solana is Monet!

https://t.co/CJxXP5IOjn",2024-11-16,34,154,solana monet httpstcocjxxp5iojn,0,90558.4765625
488,Kyle Samani,"@lurkaroundfind For the lived experience of normies, solana is more decentralized than Ethereum",2024-11-16,0,4,lurkaroundfind lived experience normies solana decentralized ethereum,0,90558.4765625
489,toly 🇺🇸,@AminCad @apolynya What about what I predicted in 2021? That in 2024 solana will still process more transactions per day than all the rollups combined.,2024-11-15,0,33,amincad apolynya predicted 2021 2024 solana process transactions day rollups combined,1,91066.0078125
490,toly 🇺🇸,@wireframepit @0xMert_ @solana The program is open the everyone below the 33% mark. More accurate measurement is % that would still be profitable in the absence of sfdp,2024-11-15,0,4,wireframepit 0xmert solana program open 33 mark accurate measurement profitable absence sfdp,0,91066.0078125
491,toly 🇺🇸,"@CarryWorm @dj_d_sol @trentdotsol What’s wealth? It’s safety, health, a big ass house, cars, and leisure time.  In 20 years, if US sticks to capitalism, the bottom half will have 
* less crime
* ozempic
* bigger houses
* cheaper and newer cars
* DoorDash, aka more house chores out sourced so people have more",2024-11-15,0,2,carryworm djdsol trentdotsol whats wealth safety health big ass house cars leisure time 20 years sticks capitalism half crime ozempic bigger houses cheaper newer cars doordash aka house chores sourced people,0,91066.0078125
492,toly 🇺🇸,"@CarryWorm @dj_d_sol @trentdotsol Those other places started much lower, especially Eastern Europe which was communist in the 80s, and I have clear personal memories of that.  

US today vs US 1980, clearly better for the bottom half of earners across the board.",2024-11-15,0,2,carryworm djdsol trentdotsol places started lower especially eastern europe communist 80s clear personal memories today vs 1980 clearly better half earners board,0,91066.0078125
493,toly 🇺🇸,"🎯🎯🎯

Scale to so many blobs that solana has no choice but to build a full data validating bridge with a proof system and exit guarantees. Every time someone slaps an alt da together with a multisig, the marginal difference between that and wormhole becomes smaller and smaller.",2024-11-15,0,54,scale blobs solana choice build data validating bridge proof exit guarantees time slaps alt da multisig marginal difference wormhole smaller smaller,-1,91066.0078125
494,toly 🇺🇸,"@CarryWorm @dj_d_sol @trentdotsol Median income growth doesn’t matter.  You are looking at numbers in a computer instead of people’s actual lives.  

What matters is actual standard of living, and it’s completely better across the board now than in 1980.  

A p20 earner with a phone today has better access to",2024-11-15,0,2,carryworm djdsol trentdotsol median income growth doesnt matter looking numbers computer instead peoples actual lives matters actual standard living completely better board 1980 p20 earner phone today better access,0,91066.0078125
495,toly 🇺🇸,@CarryWorm @dj_d_sol @trentdotsol p20 earner today has access to better education and healthcare and abundance of calories then the p99.9 earned in 1980. The standard of living is dramatically higher across the board for everyone.,2024-11-15,0,1,carryworm djdsol trentdotsol p20 earner today access better education healthcare abundance calories p999 earned 1980 standard living dramatically higher board,0,91066.0078125
496,toly 🇺🇸,@CarryWorm @dj_d_sol @trentdotsol Inequality is irrelevant though.  What matters is the standard of living.,2024-11-15,0,0,carryworm djdsol trentdotsol inequality irrelevant matters standard living,-1,91066.0078125
497,toly 🇺🇸,"@smyyguy @SolanaFloor @solana It just reduces some of the inflation basically. Otherwise it’s all inflation induced, if that was the only a activity on the network it would look like a perpetual motion machine",2024-11-14,0,1,smyyguy solanafloor solana just reduces inflation basically inflation induced activity network look like perpetual motion machine,0,87250.4296875
498,toly 🇺🇸,"@smyyguy @SolanaFloor @solana @smyyguy imho, vote fees are inflation induced and shouldn’t count towards rev.",2024-11-14,0,2,smyyguy solanafloor solana smyyguy imho vote fees inflation induced shouldnt count rev,-1,87250.4296875
499,toly 🇺🇸,"@smyyguy @SolanaFloor @solana @DefiLlama you guys should standardize on rev to be non inflationary revenue captured by the protocol and stakers, since it’s permissionless to stake and stakers are also hodlers.",2024-11-14,0,4,smyyguy solanafloor solana defillama guys standardize rev non inflationary revenue captured protocol stakers permissionless stake stakers hodlers,1,87250.4296875
500,toly 🇺🇸,@SolanaFloor @solana Is that just priority fees or “rev” @smyyguy?,2024-11-14,0,10,solanafloor solana just priority fees rev smyyguy,0,87250.4296875
501,Kyle Samani,"@0fcounsel @sina_eth_ agreed

glad that MCC is largest holder of JTO in the world (I think)",2024-11-14,0,2,0fcounsel sinaeth agreed glad mcc largest holder jto world think,1,87250.4296875
502,Kyle Samani,@sompiUp @sina_eth_ No it doesn’t,2024-11-14,0,0,sompiup sinaeth doesnt,-1,87250.4296875
503,toly 🇺🇸,@durdenwannabe @DefiLlama @solana Maybe they want you to go to @artemis__xyz,2024-11-14,1,57,durdenwannabe defillama solana maybe want artemisxyz,0,87250.4296875
504,Kyle Samani,@sina_eth_ L2s are parasitic to L1,2024-11-14,1,17,sinaeth l2s parasitic l1,0,87250.4296875
505,toly 🇺🇸,@drjasper_eth @0x_Osprey I think we honestly got lucky with how the design landed.  Priority fees by state create an opportunity to segment the market by reliability and priority with dedicated lanes.  Any protocols competing for flow still depend on stake.  And they clearly add value since median fees,2024-11-14,1,5,drjaspereth 0xosprey think honestly got lucky design landed priority fees state create opportunity segment market reliability priority dedicated lanes protocols competing flow depend stake clearly add value median fees,0,87250.4296875
506,toly 🇺🇸,Its psyops. Eth maxis are trying to get our guard down.  IBRL or die,2024-11-14,7,116,psyops eth maxis trying guard ibrl die,-1,87250.4296875
507,Kyle Samani,@jdorman81 @mrjasonchoi SOL is trading at like 20-30x earnings rn,2024-11-13,0,4,jdorman81 mrjasonchoi sol trading like 2030x earnings rn,1,90584.1640625
508,toly 🇺🇸,@malekanoms Increase Modularization further!  Solana fees aren’t affected by eth blob prices even.,2024-11-13,0,8,malekanoms increase modularization solana fees arent affected eth blob prices,-1,90584.1640625
509,toly 🇺🇸,"Every smart solana founder has 36 months of runway in t-bills on https://t.co/2IuFw2BgTS.  So even if the downturn causes over leveraged entities to collapse, their runway is safe with the US gov.",2024-11-13,5,59,smart solana founder 36 months runway tbills httpstco2iufw2bgts downturn causes leveraged entities collapse runway safe gov,0,90584.1640625
510,toly 🇺🇸,@Evan_ss6 If US government hard forks solana they can have 100% of the supply in the reserve.,2024-11-13,1,8,evanss6 government hard forks solana 100 supply reserve,0,90584.1640625
511,toly 🇺🇸,@mikemaccana @joemccann @ValidatedPod Oof.  Solana is tolerant to only a Byzantine number of jinx.,2024-11-13,0,5,mikemaccana joemccann validatedpod oof solana tolerant byzantine number jinx,0,90584.1640625
512,Chris Burniske,"And yet the @jito_sol team doesn't rest on their laurels, they continue to ship and innovate relentlessly.",2024-11-13,1,48,jitosol team doesnt rest laurels continue ship innovate relentlessly,0,90584.1640625
513,Chris Burniske,"JitoSOL sitting pretty: ""Ethereum LST market penetration is currently at ~35%. Solana is at ~7%, having roughly doubled YoY. While the UI/UX barrier to native staking is arguably lower on Solana than on Ethereum, there is no other compelling reason why the LST percentage gap https://t.co/UTS31upogv",2024-11-13,14,125,jitosol sitting pretty ethereum lst market penetration currently 35 solana 7 having roughly doubled yoy uiux barrier native staking arguably lower solana ethereum compelling reason lst percentage gap httpstcouts31upogv,0,90584.1640625
514,Chris Burniske,"@AscentBtc Holding SOL is prob your best risk/reward choice. 

I was speaking strictly of a memecoin rotation, though I do think people overly rotate in bulls, incurring massive tax liabilities, and not letting their winners win enough.",2024-11-13,0,7,ascentbtc holding sol prob best riskreward choice speaking strictly memecoin rotation think people overly rotate bulls incurring massive tax liabilities letting winners win,1,90584.1640625
515,toly 🇺🇸,The phone has solana,2024-11-13,10,169,phone solana,0,90584.1640625
516,raj 🖤,"in the last 2 years, solana went from untouchable toxic sludge to the default venue for launching digital assets on the internet.

still just the very beginning.",2024-11-12,147,1272,2 years solana went untouchable toxic sludge default venue launching digital assets internet just beginning,0,87955.8125
517,toly 🇺🇸,@lex_node @holdyourwinners Use solana through the wormhole eigenlayer bridge :),2024-11-12,0,7,lexnode holdyourwinners use solana wormhole eigenlayer bridge,0,87955.8125
518,Kyle Samani,"@AdrianoFeria @RyanWatkins_ @solana ethereum chose not to scale, and L2s took the growth that ethereum otherwise would have had if it chose to scale",2024-11-12,0,1,adrianoferia ryanwatkins solana ethereum chose scale l2s took growth ethereum chose scale,0,87955.8125
519,toly 🇺🇸,.@drakefjustin 4 year timeline is psyops.  Don’t slow down @solana.  IBRL asap.,2024-11-12,20,204,drakefjustin 4 year timeline psyops dont slow solana ibrl asap,-1,87955.8125
520,toly 🇺🇸,"Ethereum is going to be fine.  There is a ton of low hanging fruit to improve L1 performance. If and when it becomes absolutely obvious that it’s necessary it’s one release away.  

It’s solana that needs to execute at a breakneck speed without major fuckups.",2024-11-12,65,994,ethereum going fine ton low hanging fruit improve l1 performance absolutely obvious necessary release away solana needs execute breakneck speed major fuckups,0,87955.8125
521,raj 🖤,@7omCrypto @aeyakovenko @solana @SolanaFndn this is sick,2024-11-12,0,0,7omcrypto aeyakovenko solana solanafndn sick,-1,87955.8125
522,Larry Cermak,@JaEsf @brian_armstrong I think long term you are right. But short term why would anyone trade this when BTC/ETH markets will always be 100x more liquid and 98% correlated in price,2024-11-12,0,3,jaesf brianarmstrong think long term right short term trade btceth markets 100x liquid 98 correlated price,0,87955.8125
523,Larry Cermak,@JaEsf @brian_armstrong What you should do cap top assets by 20 or 25% max so that it could actually perform differently to BTC. What you should want with a broad market index is something different than BTC or ETH because it will always be less liquid,2024-11-12,0,1,jaesf brianarmstrong cap assets 20 25 max actually perform differently btc want broad market index different btc eth liquid,0,87955.8125
524,Santiago R Santos,Solana is 30% of Ethereum’s market cap and I can’t think of a compelling reason why it shouldn’t be worth at least 100%,2024-11-12,108,1650,solana 30 ethereums market cap think compelling reason shouldnt worth 100,-1,87955.8125
525,toly 🇺🇸,"@KryptoLingo @ShivanshuMadan Is eclipse so much better that it has a pmf killer that would cause user behavior?

Solana had to compete with ethereum, all the new chains have to compete with themselves and solana.  Is the improvement &gt; marginal to the point to drive behavior change faster than solana",2024-11-12,0,1,kryptolingo shivanshumadan eclipse better pmf killer cause user behavior solana compete ethereum new chains compete solana improvement gt marginal point drive behavior change faster solana,0,87955.8125
526,toly 🇺🇸,@KryptoLingo @ShivanshuMadan In what sense? It’s competitive with solana’s mainnet execution environment for fees.  Otherwise they chose the best software to compete with.,2024-11-12,0,1,kryptolingo shivanshumadan sense competitive solanas mainnet execution environment fees chose best software compete,0,87955.8125
527,toly 🇺🇸,Solana rule #5 - validators and the devs need to HTFU to increase bandwidth and reduce latency for users.,2024-11-12,2,43,solana rule 5 validators devs need htfu increase bandwidth reduce latency users,0,87955.8125
528,toly 🇺🇸,"Other ecosystems dapp devs focus on TVL
Solana ecosystem devs focus on revenue 

They are not the same.",2024-11-12,19,184,ecosystems dapp devs focus tvl solana ecosystem devs focus revenue,-1,87955.8125
529,toly 🇺🇸,@colludingnode @joaomendoncaaaa This is the alignment that solana people like me care about:,2024-11-11,0,1,colludingnode joaomendoncaaaa alignment solana people like care,0,88701.484375
530,toly 🇺🇸,"@colludingnode @joaomendoncaaaa Maybe from bitcoiners? I don’t think anyone on the solana side gives af about how the eth open source process is run.  If you want a change, implement it and convince people to upgrade.",2024-11-11,0,2,colludingnode joaomendoncaaaa maybe bitcoiners dont think solana gives af eth open source process run want change implement convince people upgrade,0,88701.484375
531,toly 🇺🇸,"@colludingnode @joaomendoncaaaa You set up a strawman. The criticism about eth alignment is not due to EIPs, but due to L2s claiming eth alignment while stealing eth revenues.",2024-11-11,0,6,colludingnode joaomendoncaaaa set strawman criticism eth alignment eips l2s claiming eth alignment stealing eth revenues,0,88701.484375
532,Chris Burniske,TradFi gonna lose it when they see $BTC &amp; $ETH didn't take the weekend off.,2024-11-11,38,720,tradfi gonna lose btc amp eth didnt weekend,-1,88701.484375
533,Chris Burniske,"And no, $ETH is not a dinocoin. It’s a major.",2024-11-10,2,102,eth dinocoin major,-1,80474.1875
534,Kyle Samani,@fozzydiablo MCC is not short ETH,2024-11-10,0,18,fozzydiablo mcc short eth,0,80474.1875
535,toly 🇺🇸,The best part about solana fud is @0xMert_,2024-11-10,4,175,best solana fud 0xmert,1,80474.1875
536,toly 🇺🇸,@josephdelong @brian_armstrong Eth is money,2024-11-10,0,4,josephdelong brianarmstrong eth money,0,80474.1875
537,toly 🇺🇸,"@mteamisloading @TrustlessState @joemccann wormhole validators wait for eth L1 finality, same exact property technically",2024-11-10,0,1,mteamisloading trustlessstate joemccann wormhole validators wait eth l1 finality exact property technically,0,80474.1875
538,toly 🇺🇸,@mteamisloading @TrustlessState @joemccann Why not WormholeDA? That token is just as money as eth.,2024-11-10,0,0,mteamisloading trustlessstate joemccann wormholeda token just money eth,0,80474.1875
539,toly 🇺🇸,"@mteamisloading @TrustlessState @joemccann If data isn’t synced to the L1, then solana is an Ethereum L2 via the wormhole eigenlayer",2024-11-10,0,2,mteamisloading trustlessstate joemccann data isnt synced l1 solana ethereum l2 wormhole eigenlayer,0,80474.1875
540,toly 🇺🇸,@CarryWorm @0xMert_ Eth L1,2024-11-09,0,2,carryworm 0xmert eth l1,0,76778.8671875
541,toly 🇺🇸,"The best future outcome is that solana ecosystem builds a bunch of awesome things that make the future better, and ethereum builds even more.  The charts are only there to keep that fire in your belly.",2024-11-09,29,215,best future outcome solana ecosystem builds bunch awesome things make future better ethereum builds charts belly,1,76778.8671875
542,raj 🖤,"there is a class of founders whose instincts are screaming at them to build on solana, but their VC associates in brooklyn are giving them funny looks.

legends are born ignoring the “wisdom” of people who aren’t in the arena.",2024-11-09,53,535,class founders instincts screaming build solana vc associates brooklyn giving funny looks legends born ignoring wisdom people arent arena,0,76778.8671875
543,raj 🖤,"@B0r1ngD4d @solana legends were born ignoring conventional wisdom when VC’s were making those calls.

I remember VC’s calling us pleading that we cancel the mainnet launch as lockdowns commenced in 2020.

as a founder, nobody knows your business better than you.

follow your instincts.",2024-11-09,0,28,b0r1ngd4d solana legends born ignoring conventional wisdom vcs making calls remember vcs calling pleading cancel mainnet launch lockdowns commenced 2020 founder knows business better follow instincts,0,76778.8671875
544,raj 🖤,Gritty founders are the lifeblood of solana,2024-11-09,30,470,gritty founders lifeblood solana,0,76778.8671875
545,Kyle Samani,@yashhsm @kaiynne @cobie yea he is basically betting that ETH will pull an NVDA,2024-11-08,0,2,yashhsm kaiynne cobie yea basically betting eth pull nvda,0,76545.4765625
546,Kyle Samani,"@ercwl @kaiynne @cobie I own ~0 ETH. just enough to post screenshots of how broken ethereum wallets are (next screenshots coming after devcon)

I am not hedging

0x867db38C83F4287A71ffd0Cdfba6fFAE93150Ff7",2024-11-08,0,16,ercwl kaiynne cobie 0 eth just post screenshots broken ethereum wallets screenshots coming devcon hedging 0x867db38c83f4287a71ffd0cdfba6ffae93150ff7,0,76545.4765625
547,Kyle Samani,"@Jesseeckel @arbitrum @base @0xPolygon @Optimism @EclipseFND @zksync ETH is not money

The most common quote asset in DeFi is USD not ETH",2024-11-08,0,5,jesseeckel arbitrum base 0xpolygon optimism eclipsefnd zksync eth money common quote asset defi usd eth,0,76545.4765625
548,Tushar Jain,"If you're curious about Drift after the market re-rated the asset today, check out the report @SpencerApplebau and I published a few weeks ago.

Drift has the best market structure design for a derivatives dex. Drift benefits from being on Solana L1 vs a siloed L2 or appchain.",2024-11-08,5,91,youre curious drift market rerated asset today check report spencerapplebau published weeks ago drift best market structure design derivatives dex drift benefits solana l1 vs siloed l2 appchain,0,76545.4765625
549,Ryan Selkis (d/acc) 🇺🇸,"@brian_armstrong @standwithcrypto @cmsholdings @pythianism 19/ The GOP + crypto lobby beat the shit out of  Democrats over crypto for all of Q2.

We got FIT21 passed in the House, forced a veto on SAB121 repeal, and got the ETH ETF approved out of nowhere. (You're welcome @trustlessstate @RyanSAdams.)

Trump smoked Boden in the debate.",2024-11-08,0,50,brianarmstrong standwithcrypto cmsholdings pythianism 19 gop crypto lobby beat shit democrats crypto q2 got fit21 passed house forced veto sab121 repeal got eth etf approved youre welcome trustlessstate ryansadams trump smoked boden debate,0,76545.4765625
550,Chris Burniske,"Much better imo to build a balanced portfolio where you cut losers when you realize they're losers, but then firmly hold winners and let them compound. Big winners are relatively easy to spot, and best to buy in a bear. Hence why I tell newcomers to start w/ $BTC $ETH &amp; $SOL, and",2024-11-08,4,134,better imo build balanced portfolio cut losers realize theyre losers firmly hold winners let compound big winners relatively easy spot best buy bear tell newcomers start w btc eth amp sol,0,76545.4765625
551,Chris Burniske,"People on CT showcase far too ""mutually exclusive"" an attitude when they approach investing -- perhaps it's a product of how social media rewards sensationalism. First it was either $BTC or $ETH. Now it's either $ETH or $SOL. Next year it will be something different 🧵",2024-11-08,30,441,people ct showcase far mutually exclusive attitude approach investing product social media rewards sensationalism btc eth eth sol year different,0,76545.4765625
552,toly 🇺🇸,@Mister_Agent_K @LibertySquareHQ @JosipVolarevic2 @solana @vrabbac @dReaderApp Only hellboy level quality comics,2024-11-08,0,16,misteragentk libertysquarehq josipvolarevic2 solana vrabbac dreaderapp hellboy level quality comics,0,76545.4765625
553,Tushar Jain,"@marcPelosi The market was able to absorb the massive selling from the FTX estate and Solana's market position has only improved since then.

FWIW SOL is a very liquid asset with plentiful opportunities to hedge via derivatives. I think anyone who wanted to hedge did so already.",2024-11-08,0,6,marcpelosi market able absorb massive selling ftx estate solanas market position improved fwiw sol liquid asset plentiful opportunities hedge derivatives think wanted hedge did,-1,76545.4765625
554,toly 🇺🇸,@JosipVolarevic2 @solana @vrabbac I am in,2024-11-08,2,68,josipvolarevic2 solana vrabbac,0,76545.4765625
555,raj 🖤,@Cointelegraph https://t.co/ECICDDwEXx for latest solana logo please!,2024-11-07,2,18,cointelegraph httpstcoecicddwexx latest solana logo,0,75904.859375
556,Kyle Samani,"@innerly_ai No

It’s just going to flip ETH",2024-11-07,0,3,innerlyai just going flip eth,0,75904.859375
557,Chris Burniske,$BTC $ETH $SOL remains undefeated.,2024-11-07,40,851,btc eth sol remains undefeated,-1,75904.859375
558,Kyle Samani,@hilmarxo @conduitxyz actual the real solution to this problem is solana,2024-11-07,0,2,hilmarxo conduitxyz actual real solution problem solana,0,75904.859375
559,raj 🖤,@degentokenbase @conduitxyz have you heard the good news about solana,2024-11-07,4,58,degentokenbase conduitxyz heard good news solana,0,75904.859375
560,Chris Burniske,"$ETH on the move here 👀 

It's gone through more regulatory de-risking than $BTC due to the US election, is being forced into war-mode to compete w/ $SOL, and is not the ""bad asset"" that CT thinks it is.",2024-11-07,163,1621,eth gone regulatory derisking btc election forced warmode compete w sol bad asset ct thinks,-1,75904.859375
561,Chris Burniske,"@AntoICP TIA up 20%+ while BTC, ETH and SOL are all up ~half that doesn't look like being a laggard to me https://t.co/6KcFbBXmxZ",2024-11-06,3,26,antoicp tia 20 btc eth sol half doesnt look like laggard httpstco6kcfbbxmxz,0,75639.078125
562,toly 🇺🇸,.@LightProtocol Zk compression and @metaplex cNFTs aren’t L2s and @solana isn’t the biggest DA layer.  Glad we could sort this out.,2024-11-06,0,19,lightprotocol zk compression metaplex cnfts arent l2s solana isnt biggest da layer glad sort,0,75639.078125
563,toly 🇺🇸,Solana is going to pay of the US national debt 🦾🦾🦾🇺🇸🇺🇸🇺🇸,2024-11-06,112,1222,solana going pay national debt,0,75639.078125
564,toly 🇺🇸,@dolandtremp_sol Please forgive all our technical debt Mr Prosident,2024-11-06,54,191,dolandtrempsol forgive technical debt mr prosident,-1,75639.078125
565,toly 🇺🇸,Someone actually should design a decentralized indexer for solana.,2024-11-06,18,161,actually design decentralized indexer solana,0,75639.078125
566,toly 🇺🇸,@ansel_sol Not with that attitude,2024-11-06,0,5,anselsol attitude,1,75639.078125
